LDA,2,5,0,0.04 * set + 0.02 * must + 0.02 * send + 0.02 * envelope + 0.02 * namespace
LDA,2,5,1,0.05 * string + 0.04 * set + 0.03 * true + 0.02 * send + 0.02 * stre
LSA,2,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,2,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
NMF,2,5,0,0.14 * string + 0.07 * true + 0.06 * stre + 0.04 * envelope + 0.03 * document
NMF,2,5,1,0.05 * set + 0.03 * send + 0.03 * email + 0.02 * must + 0.02 * namespace
LDA,3,5,0,0.04 * set + 0.03 * must + 0.02 * true + 0.02 * send + 0.01 * namespace
LDA,3,5,1,0.06 * string + 0.04 * set + 0.03 * true + 0.02 * stre + 0.02 * send
LDA,3,5,2,0.04 * set + 0.02 * envelope + 0.02 * namespace + 0.02 * document + 0.02 * send
LSA,3,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,3,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
LSA,3,5,2,0.57 * namespace + 0.45 * set + 0.34 * must + 0.28 * image + 0.17 * organization
NMF,3,5,0,0.08 * envelope + 0.06 * document + 0.05 * purge + 0.04 * email + 0.03 * send
NMF,3,5,1,0.18 * string + 0.08 * true + 0.07 * stre + 0.03 * would + 0.03 * name
NMF,3,5,2,0.11 * string + 0.07 * true + 0.05 * stre + 0.03 * would + 0.02 * name
LDA,4,5,0,0.03 * set + 0.03 * must + 0.02 * true + 0.02 * send + 0.01 * signer
LDA,4,5,1,0.06 * string + 0.04 * set + 0.03 * true + 0.02 * stre + 0.02 * send
LDA,4,5,2,0.03 * envelope + 0.02 * set + 0.02 * recipient + 0.02 * document + 0.02 * send
LDA,4,5,3,0.05 * set + 0.04 * namespace + 0.02 * must + 0.02 * string + 0.01 * image
LSA,4,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,4,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
LSA,4,5,2,-0.57 * namespace + -0.45 * set + -0.34 * must + -0.28 * image + -0.17 * organization
LSA,4,5,3,-0.40 * namespace + 0.31 * allow + 0.29 * set + 0.28 * setting + 0.28 * send
NMF,4,5,0,0.04 * user + 0.04 * set + 0.03 * email + 0.03 * lock + 0.02 * permission
NMF,4,5,1,0.24 * string + 0.11 * true + 0.10 * stre + 0.04 * would + 0.04 * name
NMF,4,5,2,0.06 * namespace + 0.06 * set + 0.04 * must + 0.04 * envelope + 0.03 * image
NMF,4,5,3,0.07 * envelope + 0.06 * document + 0.05 * purge + 0.04 * email + 0.03 * request
LDA,5,5,0,0.04 * must + 0.03 * set + 0.02 * true + 0.01 * envelope + 0.01 * signer
LDA,5,5,1,0.07 * string + 0.04 * true + 0.04 * set + 0.03 * send + 0.03 * stre
LDA,5,5,2,0.03 * envelope + 0.03 * set + 0.02 * document + 0.02 * send + 0.02 * recipient
LDA,5,5,3,0.05 * set + 0.04 * namespace + 0.02 * must + 0.02 * image + 0.02 * send
LDA,5,5,4,0.02 * envelope + 0.02 * document + 0.02 * set + 0.02 * customer + 0.02 * bet
LSA,5,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,5,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
LSA,5,5,2,0.57 * namespace + 0.45 * set + 0.34 * must + 0.28 * image + 0.17 * organization
LSA,5,5,3,0.40 * namespace + -0.31 * allow + -0.29 * set + -0.28 * setting + -0.28 * send
LSA,5,5,4,-0.46 * must + 0.34 * namespace + 0.25 * send + -0.21 * signer + 0.20 * setting
NMF,5,5,0,0.07 * envelope + 0.07 * document + 0.05 * purge + 0.03 * process + 0.02 * draft
NMF,5,5,1,0.13 * string + 0.06 * true + 0.05 * stre + 0.03 * namespace + 0.03 * would
NMF,5,5,2,0.07 * must + 0.05 * set + 0.03 * signer + 0.02 * file + 0.02 * close
NMF,5,5,3,0.07 * envelope + 0.05 * document + 0.05 * email + 0.05 * purge + 0.05 * send
NMF,5,5,4,0.20 * string + 0.10 * true + 0.08 * stre + 0.04 * name + 0.03 * would
LDA,6,5,0,0.03 * must + 0.03 * set + 0.03 * true + 0.01 * signer + 0.01 * account
LDA,6,5,1,0.08 * string + 0.04 * true + 0.04 * set + 0.03 * stre + 0.02 * send
LDA,6,5,2,0.03 * envelope + 0.03 * set + 0.03 * recipient + 0.02 * tls + 0.02 * send
LDA,6,5,3,0.06 * set + 0.05 * namespace + 0.02 * must + 0.02 * send + 0.02 * image
LDA,6,5,4,0.03 * set + 0.02 * bet + 0.02 * envelope + 0.02 * document + 0.02 * history
LDA,6,5,5,0.04 * envelope + 0.03 * send + 0.03 * purge + 0.03 * document + 0.03 * notification
LSA,6,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,6,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
LSA,6,5,2,0.57 * namespace + 0.45 * set + 0.34 * must + 0.28 * image + 0.17 * organization
LSA,6,5,3,0.40 * namespace + -0.31 * allow + -0.29 * set + -0.28 * setting + -0.28 * send
LSA,6,5,4,-0.46 * must + 0.34 * namespace + 0.25 * send + -0.21 * signer + 0.20 * setting
LSA,6,5,5,0.25 * signer + 0.24 * must + -0.22 * true + -0.19 * note + -0.17 * close
NMF,6,5,0,0.13 * true + 0.12 * string + 0.06 * number + 0.05 * would + 0.05 * stre
NMF,6,5,1,0.06 * envelope + 0.05 * namespace + 0.04 * document + 0.03 * send + 0.03 * set
NMF,6,5,2,0.22 * string + 0.09 * stre + 0.09 * true + 0.03 * would + 0.03 * name
NMF,6,5,3,0.05 * set + 0.05 * must + 0.02 * close + 0.02 * signer + 0.02 * note
NMF,6,5,4,0.13 * string + 0.07 * true + 0.05 * stre + 0.02 * setting + 0.02 * name
NMF,6,5,5,0.08 * envelope + 0.07 * document + 0.06 * purge + 0.05 * email + 0.03 * request
LDA,7,5,0,0.04 * must + 0.03 * set + 0.03 * true + 0.02 * signer + 0.01 * account
LDA,7,5,1,0.07 * string + 0.04 * set + 0.03 * true + 0.03 * allow + 0.03 * send
LDA,7,5,2,0.03 * set + 0.03 * envelope + 0.02 * document + 0.02 * send + 0.02 * true
LDA,7,5,3,0.05 * set + 0.05 * namespace + 0.03 * send + 0.02 * image + 0.02 * must
LDA,7,5,4,0.03 * envelope + 0.03 * document + 0.02 * add + 0.01 * note + 0.01 * set
LDA,7,5,5,0.04 * envelope + 0.03 * purge + 0.03 * document + 0.03 * send + 0.02 * teammate
LDA,7,5,6,0.05 * string + 0.04 * set + 0.04 * true + 0.02 * tls + 0.02 * stre
LSA,7,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,7,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
LSA,7,5,2,0.57 * namespace + 0.45 * set + 0.34 * must + 0.28 * image + 0.17 * organization
LSA,7,5,3,0.40 * namespace + -0.31 * allow + -0.29 * set + -0.28 * setting + -0.28 * send
LSA,7,5,4,-0.46 * must + 0.34 * namespace + 0.25 * send + -0.21 * signer + 0.20 * setting
LSA,7,5,5,0.25 * signer + 0.24 * must + -0.22 * true + -0.19 * note + -0.17 * close
LSA,7,5,6,-0.42 * close + -0.33 * pende + -0.27 * run + -0.17 * period + -0.17 * process
NMF,7,5,0,0.08 * allow + 0.06 * setting + 0.05 * send + 0.05 * set + 0.04 * mail
NMF,7,5,1,0.14 * namespace + 0.06 * set + 0.06 * image + 0.04 * organization + 0.04 * registry
NMF,7,5,2,0.04 * close + 0.03 * true + 0.03 * pende + 0.03 * tls + 0.03 * note
NMF,7,5,3,0.03 * request + 0.03 * tls + 0.03 * email + 0.02 * reservation + 0.02 * recipient
NMF,7,5,4,0.05 * teammate + 0.04 * permission + 0.04 * set + 0.03 * update + 0.03 * close
NMF,7,5,5,0.08 * envelope + 0.06 * document + 0.05 * purge + 0.03 * must + 0.03 * send
NMF,7,5,6,0.19 * string + 0.09 * true + 0.08 * stre + 0.03 * would + 0.03 * name
LDA,8,5,0,0.04 * must + 0.03 * set + 0.03 * true + 0.02 * signer + 0.02 * send
LDA,8,5,1,0.07 * string + 0.04 * set + 0.04 * true + 0.03 * send + 0.03 * allow
LDA,8,5,2,0.04 * envelope + 0.03 * document + 0.02 * recipient + 0.02 * email + 0.02 * purge
LDA,8,5,3,0.06 * set + 0.04 * namespace + 0.02 * must + 0.02 * send + 0.02 * email
LDA,8,5,4,0.03 * bet + 0.03 * set + 0.03 * envelope + 0.03 * history + 0.03 * document
LDA,8,5,5,0.04 * envelope + 0.03 * document + 0.03 * purge + 0.03 * send + 0.02 * teammate
LDA,8,5,6,0.05 * set + 0.05 * string + 0.04 * true + 0.02 * tls + 0.02 * stre
LDA,8,5,7,0.06 * namespace + 0.03 * set + 0.03 * image + 0.03 * must + 0.02 * forward
LSA,8,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,8,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
LSA,8,5,2,-0.57 * namespace + -0.45 * set + -0.34 * must + -0.28 * image + -0.17 * organization
LSA,8,5,3,-0.40 * namespace + 0.31 * allow + 0.29 * set + 0.28 * setting + 0.28 * send
LSA,8,5,4,0.46 * must + -0.34 * namespace + -0.25 * send + 0.21 * signer + -0.20 * setting
LSA,8,5,5,-0.25 * signer + -0.24 * must + 0.22 * true + 0.19 * note + 0.17 * close
LSA,8,5,6,0.42 * close + 0.33 * pende + 0.27 * run + 0.17 * period + 0.17 * process
LSA,8,5,7,0.61 * tls + 0.21 * valid + 0.20 * certificate + 0.20 * enforce + 0.20 * support
NMF,8,5,0,0.06 * send + 0.06 * envelope + 0.05 * purge + 0.05 * document + 0.05 * email
NMF,8,5,1,0.22 * string + 0.12 * true + 0.09 * stre + 0.04 * would + 0.03 * name
NMF,8,5,2,0.11 * namespace + 0.06 * set + 0.04 * number + 0.04 * image + 0.03 * organization
NMF,8,5,3,0.04 * tls + 0.03 * mandatory + 0.02 * guest + 0.02 * note + 0.02 * text
NMF,8,5,4,0.06 * tls + 0.04 * recipient + 0.03 * set + 0.03 * support + 0.02 * send
NMF,8,5,5,0.10 * envelope + 0.07 * document + 0.05 * purge + 0.04 * request + 0.04 * email
NMF,8,5,6,0.07 * must + 0.07 * set + 0.03 * signer + 0.02 * image + 0.02 * file
NMF,8,5,7,0.21 * string + 0.09 * stre + 0.05 * name + 0.03 * tax + 0.03 * status
LDA,9,5,0,0.04 * must + 0.03 * set + 0.03 * true + 0.02 * signer + 0.02 * close
LDA,9,5,1,0.07 * string + 0.05 * set + 0.04 * true + 0.03 * stre + 0.02 * allow
LDA,9,5,2,0.03 * envelope + 0.03 * document + 0.03 * purge + 0.02 * must + 0.02 * email
LDA,9,5,3,0.05 * set + 0.04 * namespace + 0.03 * send + 0.02 * email + 0.02 * forward
LDA,9,5,4,0.03 * bet + 0.03 * document + 0.03 * envelope + 0.03 * history + 0.02 * add
LDA,9,5,5,0.05 * envelope + 0.04 * send + 0.04 * document + 0.04 * purge + 0.03 * notification
LDA,9,5,6,0.06 * string + 0.05 * set + 0.04 * true + 0.03 * tls + 0.02 * stre
LDA,9,5,7,0.07 * namespace + 0.03 * set + 0.03 * image + 0.02 * must + 0.02 * organization
LDA,9,5,8,0.06 * send + 0.03 * set + 0.03 * recipient + 0.03 * new + 0.03 * allow
LSA,9,5,0,0.81 * string + 0.37 * true + 0.33 * stre + 0.14 * would + 0.12 * name
LSA,9,5,1,-0.52 * envelope + -0.41 * document + -0.34 * purge + -0.27 * email + -0.22 * send
LSA,9,5,2,-0.57 * namespace + -0.45 * set + -0.34 * must + -0.28 * image + -0.17 * organization
LSA,9,5,3,-0.40 * namespace + 0.31 * allow + 0.29 * set + 0.28 * setting + 0.28 * send
LSA,9,5,4,0.46 * must + -0.34 * namespace + -0.25 * send + 0.21 * signer + -0.20 * setting
LSA,9,5,5,-0.25 * signer + -0.24 * must + 0.22 * true + 0.19 * note + 0.17 * close
LSA,9,5,6,0.42 * close + 0.33 * pende + 0.27 * run + 0.17 * period + 0.17 * process
LSA,9,5,7,-0.61 * tls + -0.21 * valid + -0.20 * certificate + -0.20 * enforce + -0.20 * support
